Graeffe's Sea Cucumber,Invertebrate,NA,3,
Granulated Seastar,Invertebrate,NA,3,
Hermit Crab,Invertebrate,NA,3,
Shingle Oyster,Invertebrate,NA,3,
Thorny Oyster,Invertebrate,NA,3,
Acropora Tabulate - ACT,Benthic,Expert,3,"The most common coral genus in the Western Indian Ocean. ~Acropora can be easily identified by the distinctive protruding, cup-like corallites and ''axial'' growing points.~Flat, table like coral structure attached to the substrate by a large base."
Coral Submassive - CS,Benthic,Expert,3,'Sub-' is a prefix meaning 'less' or 'not quite'.~Not quite the boulder-like mass of a massive coral.
Halimeda - HA,Benthic,Expert,3,"Halimeda is a green algae that excretes a calcium carbonate ''skeleton'', which makes it difficult to digest by many herbivores and so serves as protection from many algae-eating organisms."
Millepora - MI,Benthic,Expert,3,"Fire coral is not a real hard coral, but a hydroid. It nevertheless builds a skeleton, so contributes to the reef formation.~Can be recognised by smooth, flattened branches and covering of fine hairs (nematocysts)."
Other (Clam) - OC,Benthic,Expert,3,"Clams are sessile molluscs. They filter-feed small animals from the water and, like corals contain zooxanthellae algae with which they share a ''food-sharing'' symbiotic relationship.~If the transect covers the fleshy part of the clam it is classed as OC. If the transect covers the shell then the classification will be rock (RCN or RCC)."
Rock (with Coralline Algae) - RCC,Benthic,Expert,3,"Coralline algae is a photosynthetic marine plant with calcareous skeleton.~May exhibit different growth forms including encrusting and branching. Often looks like lichen.~Hard algae covering the surface of old/dead coral. Can be smooth or bumpy, but always rounded.~Colors vary from pink/purple to white and yellow."
Seagrass - SG,Benthic,Expert,3,"Seagrasses are flowering plants that mostly occur in large meadows. They provide nurseries, shelter and food to a variety of marine species. They are not common on reefs but are around, so you might come across them if a part of your transect is led over sand.~Some of the species around in Ifaty are: Halodule uninervis, Thalassia hemprichii, Syringodium isoetifolium."
Sponge - SP,Benthic,Expert,3,"Stiff tissue with a skeleton similar to that of soft corals but with a matrix of hard elements called spicules.~Patterns of these spicules can often be seen from the surface like splinters in the tissue or irregular lumps over the surface.~Sponges can be encrusting, small protruding structures, or massive, stocky structures securely attached to the bottom."
Turbinaria - TUR,Benthic,Expert,3,"Bushy plants, blades are shield shaped ''holly leaves''.~Grows fast and shades all other flora and fauna.~Only a few species eat this plant."
Octopus,FishFamily,NA,3,"Umbrella-like skin that connects the eight arms~By day they hide in a permanent home (a crevice in the reef), the entrance of which is marked by empty mollusc and crab shells, leftovers of meals~Highly fished for food in Bay of Ranobe"
Sweeper,FishFamily,NA,3,Pempheridae: Thin hatchet shaped bodies~Upside down appearance~Large aggregations in caves or under overhangs by day~Nocturnal feeding - zooplankton at reef's periphery
Trumpetfish,FishFamily,NA,3,"Aulostomidae: Very elongated fish~Trumpet like snout with small flaps on the nostrils~Different variations: brown, green or yellow phases~Ambush predators - lie in wait in an upright position waiting for unsuspecting prey"
Physogyra,Coral,NA,3,"Colonies are encrusting to massive and meandroid with short valleys.~Only one species in this genus (P. lictensteini).~Colonies are meandroid, although, like Plerogyra, this is hard to distinguish as they are covered throughout the day by the small grape-like vesicles distinctive to this genus. "
African White Spotted Rabbitfish,Fish,Indicator,4,"Can grow to 50cm~Oval shaped~Small terminal mouths~Target species for the artisanal fishery~Grazers/detritivores~Play an important role in coral reef resilience by  - intensely grazing on the epilithic algal matrix, which can limit the establishment and growth of macroalgae."
Picasso Triggerfish,Fish,Indicator,4,Can grow to 25cm~Can be found down to 4-5m~Related to high abundances of the sea urchin~Two-part dorsal fins~Eyes set high on the head~Abundant in sandy areas with rubble
Black-saddled Toby,Fish,Expert,4,White body~2 black saddles~Small dorsal and anal fins~Lagoon and seaward reefs to 55m~Feeds on algae and sessile and mobile benthic invertebartes~Territorial and haremic
Blackstreak Surgeonfish,Fish,Expert,4,Black stripe behind eye~Yellow margin to pectoral fin~Locally it often has blue margins on caudal fin~Capable of rapidly changing colour between light and dark~Clear lagoon and seaward reefs~Open sandy areas near coral or rocky outcrops
Bronze Soldierfish,Fish,Expert,4,The only bronze coloured soldierfish~Broad black margins on vertical fins~Found on reef and channel slopes with rich coral growth from 1-25m
Desjardin's Sailfin Tang,Fish,Expert,4,"Elongate dorsal & ventral fins with semi-circle yellow lines~Exact colourings varies greatly~White vertical yellow (thin) and white (thicker) stripes~Adults dark face, juv lighter~Size: 40cm~On coral rich areas of lagoon and seaward reefs – 1 -60m~Herbivorous browser"
Dusky Parrotfish,Fish,Expert,4,"Purple body to 35cm~Green stripe behind eye~Coral rich areas of clear lagoons, channels and outer reef slopes to 15m~Usually solitary except during courtship"
False-eye Sergeant,Fish,Expert,4,Ovoid silvery fish~Black “false eye” on CP~Coral and rocky outcrops with moderate wave action to 12m~Solitary or in loose aggregations
Goldbar Wrasse,Fish,Expert,4,Blue-green body~Blue and orange markings on head~Crescent tail~Vertical gold bar behind operculum~Lagoon and seaward reefs to 30m
Goldring Bristletooth,Fish,Expert,4,"Yellow ring around eye, yellow tips to pectoral fins~Yellow spots around face and pale white keel~Size: 18cm~Lagoon & seaward reefs down to 46m. Coral, rocky and rubble habitats~Herbivores"
Indian Ocean Bird Wrasse,Fish,Expert,4,"Extended snout~Large pectoral fins used for swimming~Females tan, males blue-green~Coral rich areas of lagoon and seaward reefs to 30m"
Sixline Wrasse,Fish,Expert,4,Small fish 7cm~Purple background with 6 horizontal orange stripes~Seaward reefs 2-35m~Hides among branches of live corals 
Spotted Butterflyfish,Fish,Expert,4,"Spotted body, more spotted towards dorsal and tail fins~Yellow dorsal and anal fins~Size: 12cm~Found in lagoon and seaward reefs to 25m~In pairs or small groups~Feeds on polychaetes, coral polyps and algae"
Sulphur Damsel,Fish,Expert,4,Yellow body with black spot on underside of pectoral fin~Size: 11cm~Inshore coral reefs in areas of rich coral growth~Depth range 0.5 - 15m
Ternate Chromis,Fish,Expert,4,Silvery body~Forked caudal fin with black margins~Upper margins of clear lagoon and seaward reefs to 36m~Aggregations above branching corals
Trumpetfish,Fish,Expert,4,"Two variations - block yellow and green striped~Slow moving fish, camouflaged predator~Size: 30cm~Rocky and coral areas of protected and seaward reefs~Feeds on small fishes and shrimps"
Weber's Chromis,Fish,Expert,4,Similar to Chromis ternatensis~Black tips to forked caudal fin~Channels and seaward reef slopes to 25m~Solitary or in small groups
Cornetfish,Fish,NA,4,
Goggle-eye,Fish,NA,4,
Vagabond Butterflyfish,Fish,NA,4,
Red Rhino Seastar,Invertebrate,Expert,4,"Bright red pattern and spines on pale grey or white body~Large, spike-like spines on arm tips project sideways~Found on sand and among seagrasses"
Feather Seastar,Invertebrate,NA,4,
Ornate Spiny Lobster,Invertebrate,NA,4,
Dead Coral - DC,Benthic,Indicator,4,"Killed during the last year. This means that corallites will not be very eroded and you can tell which genus it belongs to. If the corallites have been eroded down and are covered in encrusting organisms or coralline algae, then it is classified as rock.~The skeleton may still be white if very recently killed because it is made out of limestone. It may be slightly overgrown by algae as this may not take long to settle. Look under the algae for corallites that are not eroded and/or whiteish skeleton."
Sand - SD,Benthic,Indicator,4,"Sand is a natural component of coral reefs. This category helps us to see when the transect hits a sandy patch in-between the reef area. If you are unsure as to whether it is sand or silt, pick a bit up and drop it. If it falls straight to the ground, it is sand. If it forms a cloud in the water column, it is silt.~Sand doesn''t provide us with much information on a survey - so we try to avoid sand on the surveys. However it will still happen that we come across some patches of sand."
Acropora Branching - ACB,Benthic,Expert,4,"The most common coral genus in the Western Indian Ocean. ~Acropora can be easily identified by the distinctive protruding, cup-like corallites and ''axial'' growing points.~From the base the stem branches off into secondary stems.~Note axial corallites on branch tips."
Boxfish & Trunkfish,FishFamily,NA,4,"Square/triangular/rounded - boney carapace (armoured plates)~Includes Cowfish - sharp spines/ horns above eyes~Small Protruding mouths~No pelvic fins - swim using sculling actions of small anal, dorsal, pectoral fins"
Catfish,FishFamily,NA,4,Plotosus: Torpedo shaped bodies~Second dorsal and anal fins joined at the tail~Barbels around mouth~Venomous spines at front of pelvic and 1st dorsal fin~Under ledges by day
Moorish idol,FishFamily,NA,4,"Zanclus cornutus: Oval, laterally compressed, bodies.~Only one species in the family~Black caudal fin, orange strip over the nose~Long filamentous dorsal fin ~Omnivores "
Rudderfish,FishFamily,NA,4,"Kyphosidae: Moderate large bodies / slightly forked tails~Small heads, terminal mouths~Silvery body, bronze lateral lines~Found in seaward reefs in small aggregations/schools~Grazing herbivores"
Alveopora,Coral,NA,4,"Massive to branching-submassive with corallites 1mm - 7mm.~Similar to Goniopora, it is easily recognisable by large fleshy polyps and tentacles which are extended day and night.~The tentacle tips are often swollen.~Alveopora has 12 tentacles as opposed to Goniopora''s 24."
Cymodocea Rotundata - CR,Seagrass,NA,4,"Rounded leaf tip with smooth margin (or minutely serrated in younger plants)~2-7 leaves per shoot, blades up to 15 cm, 2-4 mm wide with 9-15 veins~Well developed leaf sheaths up to 5 cm long forming a characteristic shaggy mass around base of shoot~Rhizomes pale pink; internodes 1-4 cm long, bearing a single shoot at each node"
Halodule Uninervis - HU,Seagrass,NA,4,"Thin, narrow and flat leaves, usually < 1cm width~Trident tip~Leaves with 3 parallel veins; one central vein~Clean black leaf scars~Rhizomes pale or translucent; internodes 0.5-4 cm long; each node with 1-6 roots and a leafy shoot"
Thalassia Hemprichii - TH,Seagrass,NA,4,"Shoots with up to 6 leaves, 10-40 cm long and up to 1cm wide~Distinctive by the presence of old sheaths forming a noticeable shaggy mass around the base of shoots~Rhizomes pale yellow, 3-5mm thick, internodes 4-7mm long partly covered by brown scales~Roots and shoots arising in an irregular manner from the rhizome, usually separated by four or more internodes~Slightly curved, speckled leaves"
Bicolor Parrotfish,Fish,Indicator,5,"Can grow to 80cm~Can be found from 1-30m~Teeth fused into a beaklike plate~Often along upper reaches of coral slopes~Juveniles solitary, Adults in harems~Herbivores grazing on algae on rocks~Change sex during life; first ♀ or ♂; female is able to change in terminal ♂ phase (very colourful)"
Lowfin Rudderfish,Fish,Indicator,5,Can grow to 61cm~Small heads~Slightly forked tails~Silvery grey with narrow bronzy stripes (adult phase)~Often in groups~Dominant browsers of Sargassum algae~Can be confused with Highfin Rudderfish
Onespot Snapper,Fish,Indicator,5,Can grow to 53cm~Found at depths between 1-60m ~Nocturnal predator of small fish~Continuous dorsal fin~Usually yellow on its fins~One black spot on its side~Can be confused with Emperors
Klein's Butterflyfish,Fish,Expert,5,"Orange / brown body, white stripes either side of black eye stripe~May have second white band in centre of body (as shown)~Size: 14cm~Lagoons and seawards reefs, 4-61m, usually below 10m~Feeds on soft corals, algae and zooplankton~Solitary, paired, or often in groups"
Tailspot Squirrelfish,Fish,Expert,5,Deep bodied fish~Forked caudal tail~Bright red with silvery rear and white spot on upper tail base~Found in outer reef slopes and drop-offs in areas of rich coral growth 6- 40+m~Feed on invertebrates and small fishes at night
Twospot Bristletooth,Fish,Expert,5,"Blue ring around eye, spots on face and stripy body~Size: 22cm~Coral and rubble areas of deep lagoon and seaward reefs~Herbivores: feed on detritus and unicellular algal films"
Whitespotted Boxfish,Fish,Expert,5,Up to 16cm~Males blue with yellow spots~Females brown with white spots~Clear lagoon and seaward reefs to 30m~Feeds on sponges and benthic invertebrates
Green Turbo Snail,Invertebrate,Expert,5,"Has blunt tubercles, especially strong on shoulders~Colour greyish-green~Large, circular, golden, pearly aperture~Found in crevices on the reef crest and outer slope~Widely collected for use in button and jewellery trade~Size: up to 18cm "
Spider Conch,Invertebrate,Expert,5,"Thick shells with expanded outer lip and a notch at the front for the head of the animal, through which one of the conspicuous stalked eyes protrudes~They are herbivorous, feeding by sifting through sand~Horny, long, pointed, curved and often serrated operculum used as a lever to assist locomotion~Size: up to 40cm"
Long-legged Spiny Lobster,Invertebrate,NA,5,
Phyllidia Nudibranch,Invertebrate,NA,5,
Ascidian - AS,Benthic,Expert,5,"Ascidians (or tunicates or sea squirts) can easily be confused with encrusting sponges because of their irregular growth. They are also filter feeders and so are covered in inhalant and exhalent holes.~However, they are much more complex organisms than sponges and the holes will CLOSE if you waft your hand over them. Sponges will not do this!~Ascidians also tend to have a more shiny surface than sponges (which are matt/dull colored).~Can be solitary or colonial."
Cardinalfish,FishFamily,NA,5,"Apongonidae: Small nocturnal fish with large eyes~Short snouts and 2 widely spaced dorsal fins ~Reddish colours, stripes common~Shelter by day, feed on zooplankton/crustacean by night~Often have disguised eyes"
Flounder,FishFamily,NA,5,Scombridae: Flatfish hide in sand~Only eyes exposed~Camouflaged (changes pattern)~Shallow tropical flounders eyes tend to be on left side
Halodule Wrightii - HW,Seagrass,NA,5,"Leaf tip with 2-3 points~Thin, narrow and flat leaves, usually 1cm in width and 2-22cm in length~Whitish rhizome"
Halophila Stipulacea - HS,Seagrass,NA,5,"Blades elongate and leaf-like: 8 cm long, 2.5-8 mm wide~Leaves have serrated edges, especially toward the apex~Pairs of leaves distributed on short petioles (2cm) along rhizome~Cross veins arising from an obvious mid-vein~One root at each node~Opaque, lopsided leaf sheaths"
Syringodium Isoetifolium - SI,Seagrass,NA,5,"Distinctive plant with 2-4 cylindrical leaves per shoot~Rhizomes pinkish-orange~Leaf blade up to 45 cm (usually 15-20 cm) 1-3 mm wide~2-4 cm long leaf sheath~Internodes 1.5-3.5 cm long, each node usually supports up to 3 roots"
Jewelled Damselfish,Fish,Indicator,6,Can grow to 10cm~Can be found from 1-40m~Small terminal mouths~Continuous dorsal fin & forked tail~Look for the electric blue ”jewells”~Can be found in mixed coral rubble areas. Often hiding in the rubble in algae covered areas
Peacock Grouper,Fish,Indicator,6,Can grow to 40cm~Depths 1-40m – esp. in coral rich areas~Target species for artisanal fisheries~Strong bodies~Large mouths with more than one row of teeth~Typically rounded tail~Lots of green/blue spots
Bloodspot Squirrelfish,Fish,Expert,6,More elongated body than Myripristis murdjan with dark horizontal stripes along lighter body~Dark red spot at front of spinous dorsal fin~Size: 25cm~Reef flats to 46m~Often found amongst acropora branches~Feeds primarily on crabs
Bullethead Parrotfish,Fish,Expert,6,"Up to 40 cm~Females brown, may or may not have white spots or lighter CP~Males green-blue with green CP~Reef flats, lagoon and seaward reefs to 25+m~Coral rich and open pavement areas~Juveniles and IP may aggregate in large groups"
Dick's Damsel,Fish,Expert,6,"May be confused with Plectroglyphidodon lacrymatus~No electric blue “jewels”~Dark eye~Dorsal fin does not extent as far towards caudal fin~Often found close to reef surface, hiding amongst the structure"
Humbug Dascyllus,Fish,Expert,6,"White disc-like fish (8cm)~3 vertical black bars fused along tip of dorsal fin~White caudal fin and CP~Sheltered waters to 20m~Among branching corals on submerged reefs flats~Feeds on zooplankton, benthic invertebrates and crustaceans"
Red Soldierfish,Fish,Expert,6,"Large scales, body deep red~Outer portion of spinous dorsal fin red~White edges to anal and tail fins~Size: 27cm~Subtidal reef flats to 37m~In loose aggregations in or near shelter (usually under table coral, in holes or caves) during day~Nocturnal feeders (on large zooplankton)"
Sixbar Wrasse,Fish,Expert,6,"6 vertical stripes~Brightly coloured head~Colour pattern changes little with growth and sex~Territorial males may have brighter colours~Shallow lagoon and seaward reefs to 15m~Feeds on benthic and planktonic crustaceans, small fish and foraminifera"
Threadfin Butterflyfish,Fish,Expert,6,"Thick black band below and across eyes~Diagonal dark stripes across body~Black spot at rear of dorsal fin with �Threadfin� dorsal extension~Size: 23cm~Reef flats, lagoons, and seaward reefs to 30m~Mixed sand, coral and rubble~Feeds by tearing pieces from polychaetes, anemones, coral polyps and algae"
Whitebelly Damsel,Fish,Expert,6,Silvery-green ovoid body~Spiny dorsal fin~Elongate pelvic fin~White or yellow ventral surface~Singly or small groups~Coral rich areas of deep clear lagoons and seaward reefs to 34m
